
-------------------------------
number of philos 5
[718]: 4 is thinking
[718]: 4 is sleeping
[719]: 2 is thinking
[719]: 2 is sleeping
[719]: 3 is thinking
[719]: 3 is sleeping
[719]: 1 is thinking
[719]: 1 is sleeping
[719]: 5 is thinking
[719]: 5 is sleeping
[720]: 4 is thinking
[720]: 4 is sleeping
[720]: 2 is thinking
[720]: 2 is sleeping
[720]: 3 is thinking
[720]: 3 is sleeping
[720]: 1 is thinking
[720]: 1 is sleeping
[721]: 5 is thinking
[721]: 5 is sleeping
[721]: 4 is thinking
[721]: 4 is sleeping
[721]: 2 is thinking
[721]: 2 is sleeping
[721]: 3 is thinking
[721]: 3 is sleeping
[722]: 1 is thinking
[722]: 1 is sleeping
[722]: 5 is thinking
[722]: 5 is sleeping
[722]: 4 is thinking
[722]: 4 is sleeping
[722]: 2 is thinking
[722]: 2 is sleeping
[723]: 3 is thinking
[723]: 3 is sleeping
[723]: 1 is thinking
[723]: 1 is sleeping
[723]: 5 is thinking
[723]: 5 is sleeping
[723]: 4 is thinking
[723]: 4 is sleeping
[724]: 2 is thinking
[724]: 2 is sleeping
[724]: 3 is thinking
[724]: 3 is sleeping
[724]: 1 is thinking
[724]: 1 is sleeping
[724]: 5 is thinking
[724]: 5 is sleeping
[725]: 4 is thinking
[725]: 4 is sleeping
[725]: 2 is thinking
[725]: 2 is sleeping
[725]: 3 is thinking
[725]: 3 is sleeping
[726]: 1 is thinking
[726]: 1 is sleeping
[726]: 5 is thinking
[726]: 5 is sleeping
[726]: 4 is thinking
[726]: 4 is sleeping
[726]: 2 is thinking
[726]: 2 is sleeping
[727]: 3 is thinking
[727]: 3 is sleeping
[727]: 1 is thinking
[727]: 1 is sleeping
[727]: 5 is thinking
[727]: 5 is sleeping
[727]: 4 is thinking
[727]: 4 is sleeping
[728]: 2 is thinking
[728]: 2 is sleeping
[728]: 3 is thinking
[728]: 3 is sleeping
[728]: 1 is thinking
[728]: 1 is sleeping
[728]: 5 is thinking
[728]: 5 is sleeping
[729]: 4 is thinking
[729]: 4 is sleeping
[729]: 2 is thinking
[729]: 2 is sleeping
[729]: 3 is thinking
[729]: 3 is sleeping
[729]: 1 is thinking
[729]: 1 is sleeping
[730]: 5 is thinking
[730]: 5 is sleeping
[730]: 4 is thinking
[730]: 4 is sleeping
[730]: 2 is thinking
[730]: 2 is sleeping
[730]: 3 is thinking
[730]: 3 is sleeping
[731]: 1 is thinking
[731]: 1 is sleeping
[731]: 5 is thinking
[731]: 5 is sleeping
[731]: 4 is thinking
[731]: 4 is sleeping
[731]: 2 is thinking
[731]: 2 is sleeping
[732]: 3 is thinking
[732]: 3 is sleeping
[732]: 1 is thinking
[732]: 1 is sleeping
[732]: 5 is thinking
[732]: 5 is sleeping
[732]: 4 is thinking
[732]: 4 is sleeping
[733]: 2 is thinking
[733]: 2 is sleeping
[733]: 3 is thinking
[733]: 3 is sleeping
[733]: 1 is thinking
[733]: 1 is sleeping
[733]: 5 is thinking
[733]: 5 is sleeping
[734]: 4 is thinking
[734]: 4 is sleeping
[734]: 2 is thinking
[734]: 2 is sleeping
[734]: 3 is thinking
[734]: 3 is sleeping
[735]: 1 is thinking
[735]: 1 is sleeping
[735]: 5 is thinking
[735]: 5 is sleeping
[735]: 4 is thinking
[735]: 4 is sleeping
[735]: 2 is thinking
[735]: 2 is sleeping
[736]: 3 is thinking
[736]: 3 is sleeping
[736]: 1 is thinking
[736]: 1 is sleeping
[736]: 5 is thinking
[736]: 5 is sleeping
[736]: 4 is thinking
[736]: 4 is sleeping
[737]: 2 is thinking
[737]: 2 is sleeping
[737]: 3 is thinking
[737]: 3 is sleeping
[737]: 1 is thinking
[737]: 1 is sleeping
[737]: 5 is thinking
[737]: 5 is sleeping
[738]: 4 is thinking
[738]: 4 is sleeping
[738]: 2 is thinking
[738]: 2 is sleeping
[738]: 3 is thinking
[738]: 3 is sleeping
[738]: 1 is thinking
[738]: 1 is sleeping
[739]: 5 is thinking
[739]: 5 is sleeping
[739]: 4 is thinking
[739]: 4 is sleeping
[739]: 2 is thinking
[739]: 2 is sleeping
[739]: 3 is thinking
[739]: 3 is sleeping
[740]: 1 is thinking
[740]: 1 is sleeping
[740]: 5 is thinking
[740]: 5 is sleeping
[740]: 4 is thinking
[740]: 4 is sleeping
[740]: 2 is thinking
[740]: 2 is sleeping
[741]: 3 is thinking
[741]: 3 is sleeping
[741]: 1 is thinking
[741]: 1 is sleeping
[741]: 5 is thinking
[741]: 5 is sleeping
[741]: 4 is thinking
[741]: 4 is sleeping
[742]: 2 is thinking
[742]: 2 is sleeping
[742]: 3 is thinking
[742]: 3 is sleeping
[742]: 1 is thinking
[742]: 1 is sleeping
[742]: 5 is thinking
[742]: 5 is sleeping
[743]: 4 is thinking
[743]: 4 is sleeping
[743]: 2 is thinking
[743]: 2 is sleeping
[743]: 3 is thinking
[743]: 3 is sleeping
[743]: 1 is thinking
[743]: 1 is sleeping
[744]: 5 is thinking
[744]: 5 is sleeping
[744]: 4 is thinking
[744]: 4 is sleeping
[744]: 2 is thinking
[744]: 2 is sleeping
[744]: 3 is thinking
[744]: 3 is sleeping
[745]: 1 is thinking
[745]: 1 is sleeping
[745]: 5 is thinking
[745]: 5 is sleeping
[745]: 4 is thinking
[745]: 4 is sleeping
[745]: 2 is thinking
[745]: 2 is sleeping
[746]: 3 is thinking
[746]: 3 is sleeping
[746]: 1 is thinking
[746]: 1 is sleeping
[746]: 5 is thinking
[746]: 5 is sleeping
[747]: 4 is thinking
[747]: 4 is sleeping
[747]: 2 is thinking
[747]: 2 is sleeping
[747]: 3 is thinking
[747]: 3 is sleeping
[747]: 1 is thinking
[747]: 1 is sleeping
[748]: 5 is thinking
[748]: 5 is sleeping
[748]: 4 is thinking
[748]: 4 is sleeping
[748]: 2 is thinking
[748]: 2 is sleeping
[748]: 3 is thinking
[748]: 3 is sleeping
[749]: 1 is thinking
[749]: 1 is sleeping
[749]: 5 is thinking
[749]: 5 is sleeping
[749]: 4 is thinking
[749]: 4 is sleeping
[749]: 2 is thinking
[749]: 2 is sleeping
[750]: 3 is thinking
[750]: 3 is sleeping
[750]: 1 is thinking
[750]: 1 is sleeping
[750]: 5 is thinking
[750]: 5 is sleeping
[750]: 4 is thinking
[750]: 4 is sleeping
[751]: 2 is thinking
[751]: 2 is sleeping
[751]: 3 is thinking
[751]: 3 is sleeping
[751]: 1 is thinking
[751]: 1 is sleeping
[751]: 5 is thinking
[751]: 5 is sleeping
[752]: 4 is thinking
[752]: 4 is sleeping
[752]: 2 is thinking
[752]: 2 is sleeping
[752]: 3 is thinking
[752]: 3 is sleeping
[752]: 1 is thinking
[752]: 1 is sleeping
[753]: 5 is thinking
[753]: 5 is sleeping
[753]: 4 is thinking
[753]: 4 is sleeping
[753]: 2 is thinking
[753]: 2 is sleeping
[753]: 3 is thinking
[753]: 3 is sleeping
[754]: 1 is thinking
[754]: 1 is sleeping
[754]: 5 is thinking
[754]: 5 is sleeping
[754]: 4 is thinking
[754]: 4 is sleeping
[754]: 2 is thinking
[754]: 2 is sleeping
[755]: 3 is thinking
[755]: 3 is sleeping
[755]: 1 is thinking
[755]: 1 is sleeping
[755]: 5 is thinking
[755]: 5 is sleeping
[755]: 4 is thinking
[755]: 4 is sleeping
[756]: 2 is thinking
[756]: 2 is sleeping
[756]: 3 is thinking
[756]: 3 is sleeping
[756]: 1 is thinking
[756]: 1 is sleeping
[757]: 5 is thinking
[757]: 5 is sleeping
[757]: 4 is thinking
[757]: 4 is sleeping
[757]: 2 is thinking
[757]: 2 is sleeping
[757]: 3 is thinking
[757]: 3 is sleeping
[758]: 1 is thinking
[758]: 1 is sleeping
[758]: 5 is thinking
[758]: 5 is sleeping
[758]: 4 is thinking
[758]: 4 is sleeping
[758]: 2 is thinking
[758]: 2 is sleeping
[759]: 3 is thinking
[759]: 3 is sleeping
[759]: 1 is thinking
[759]: 1 is sleeping
[759]: 5 is thinking
[759]: 5 is sleeping
[759]: 4 is thinking
[759]: 4 is sleeping
[760]: 2 is thinking
[760]: 2 is sleeping
[760]: 3 is thinking
[760]: 3 is sleeping
[760]: 1 is thinking
[760]: 1 is sleeping
[760]: 5 is thinking
[760]: 5 is sleeping
[761]: 4 is thinking
[761]: 4 is sleeping
[761]: 2 is thinking
[761]: 2 is sleeping
[761]: 3 is thinking
[761]: 3 is sleeping
[761]: 1 is thinking
[761]: 1 is sleeping
[762]: 5 is thinking
[762]: 5 is sleeping
[762]: 4 is thinking
[762]: 4 is sleeping
[762]: 2 is thinking
[762]: 2 is sleeping
[762]: 3 is thinking
[762]: 3 is sleeping
[763]: 1 is thinking
[763]: 1 is sleeping
[763]: 5 is thinking
[763]: 5 is sleeping
[763]: 4 is thinking
[763]: 4 is sleeping
[763]: 2 is thinking
[763]: 2 is sleeping
[764]: 3 is thinking
[764]: 3 is sleeping
[764]: 1 is thinking
[764]: 1 is sleeping
[764]: 5 is thinking
[764]: 5 is sleeping
[764]: 4 is thinking
[764]: 4 is sleeping
[765]: 2 is thinking
[765]: 2 is sleeping
[765]: 3 is thinking
[765]: 3 is sleeping
[765]: 1 is thinking
[765]: 1 is sleeping
[765]: 5 is thinking
[765]: 5 is sleeping
[766]: 4 is thinking
[766]: 4 is sleeping
[766]: 2 is thinking
[766]: 2 is sleeping
[766]: 3 is thinking
[766]: 3 is sleeping
[767]: 1 is thinking
[767]: 1 is sleeping
[767]: 5 is thinking
[767]: 5 is sleeping
[767]: 4 is thinking
[767]: 4 is sleeping
[767]: 2 is thinking
[767]: 2 is sleeping
[768]: 3 is thinking
[768]: 3 is sleeping
[768]: 1 is thinking
[768]: 1 is sleeping
[768]: 5 is thinking
[768]: 5 is sleeping
[768]: 4 is thinking
[768]: 4 is sleeping
[769]: 2 is thinking
[769]: 2 is sleeping
[769]: 3 is thinking
[769]: 3 is sleeping
[769]: 1 is thinking
[769]: 1 is sleeping
[769]: 5 is thinking
[769]: 5 is sleeping
[770]: 4 is thinking
[770]: 4 is sleeping
[770]: 2 is thinking
[770]: 2 is sleeping
[770]: 3 is thinking
[770]: 3 is sleeping
[770]: 1 is thinking
[770]: 1 is sleeping
[771]: 5 is thinking
[771]: 5 is sleeping
[771]: 4 is thinking
[771]: 4 is sleeping
[771]: 2 is thinking
[771]: 2 is sleeping
[771]: 3 is thinking
[771]: 3 is sleeping
[772]: 1 is thinking
[772]: 1 is sleeping
[772]: 5 is thinking
[772]: 5 is sleeping
[772]: 4 is thinking
[772]: 4 is sleeping
[772]: 2 is thinking
[772]: 2 is sleeping
[773]: 3 is thinking
[773]: 3 is sleeping
[773]: 1 is thinking
[773]: 1 is sleeping
[773]: 5 is thinking
[773]: 5 is sleeping
[773]: 4 is thinking
[773]: 4 is sleeping
[774]: 2 is thinking
[774]: 2 is sleeping
[774]: 3 is thinking
[774]: 3 is sleeping
[774]: 1 is thinking
[774]: 1 is sleeping
[774]: 5 is thinking
[774]: 5 is sleeping
[775]: 4 is thinking
[775]: 4 is sleeping
[775]: 2 is thinking
[775]: 2 is sleeping
[775]: 3 is thinking
[775]: 3 is sleeping
[775]: 1 is thinking
[775]: 1 is sleeping
[776]: 5 is thinking
[776]: 5 is sleeping
[776]: 4 is thinking
[776]: 4 is sleeping
[776]: 2 is thinking
[776]: 2 is sleeping
[777]: 3 is thinking
[777]: 3 is sleeping
[777]: 1 is thinking
[777]: 1 is sleeping
[777]: 5 is thinking
[777]: 5 is sleeping
[777]: 4 is thinking
[777]: 4 is sleeping
[778]: 2 is thinking
[778]: 2 is sleeping
[778]: 3 is thinking
[778]: 3 is sleeping
[778]: 1 is thinking
[778]: 1 is sleeping
[778]: 5 is thinking
[778]: 5 is sleeping
[779]: 4 is thinking
[779]: 4 is sleeping
[779]: 2 is thinking
[779]: 2 is sleeping
[779]: 3 is thinking
[779]: 3 is sleeping
[779]: 1 is thinking
[779]: 1 is sleeping
[780]: 5 is thinking
[780]: 5 is sleeping
[780]: 4 is thinking
[780]: 4 is sleeping
[780]: 2 is thinking
[780]: 2 is sleeping
[780]: 3 is thinking
[780]: 3 is sleeping
[781]: 1 is thinking
[781]: 1 is sleeping
[781]: 5 is thinking
[781]: 5 is sleeping
[781]: 4 is thinking
[781]: 4 is sleeping
[781]: 2 is thinking
[781]: 2 is sleeping
[782]: 3 is thinking
[782]: 3 is sleeping
[782]: 1 is thinking
[782]: 1 is sleeping
[782]: 5 is thinking
[782]: 5 is sleeping
[782]: 4 is thinking
[782]: 4 is sleeping
[783]: 2 is thinking
[783]: 2 is sleeping
[783]: 3 is thinking
[783]: 3 is sleeping
[783]: 1 is thinking
[783]: 1 is sleeping
[783]: 5 is thinking
[783]: 5 is sleeping
[784]: 4 is thinking
[784]: 4 is sleeping
[784]: 2 is thinking
[784]: 2 is sleeping
[784]: 3 is thinking
[784]: 3 is sleeping
[784]: 1 is thinking
[784]: 1 is sleeping
[785]: 5 is thinking
[785]: 5 is sleeping
[785]: 4 is thinking
[785]: 4 is sleeping
[785]: 2 is thinking
[785]: 2 is sleeping
[785]: 3 is thinking
[785]: 3 is sleeping
[786]: 1 is thinking
[786]: 1 is sleeping
[786]: 5 is thinking
[786]: 5 is sleeping
[786]: 4 is thinking
[786]: 4 is sleeping
[787]: 2 is thinking
[787]: 2 is sleeping
[787]: 3 is thinking
[787]: 3 is sleeping
[787]: 1 is thinking
[787]: 1 is sleeping
[787]: 5 is thinking
[787]: 5 is sleeping
[788]: 4 is thinking
[788]: 4 is sleeping
[788]: 2 is thinking
[788]: 2 is sleeping
[788]: 3 is thinking
[788]: 3 is sleeping
[788]: 1 is thinking
[788]: 1 is sleeping
[789]: 5 is thinking
[789]: 5 is sleeping
[789]: 4 is thinking
[789]: 4 is sleeping
[789]: 2 is thinking
[789]: 2 is sleeping
[789]: 3 is thinking
[789]: 3 is sleeping
[790]: 1 is thinking
[790]: 1 is sleeping
[790]: 5 is thinking
[790]: 5 is sleeping
[790]: 4 is thinking
[790]: 4 is sleeping
[790]: 2 is thinking
[790]: 2 is sleeping
[791]: 3 is thinking
[791]: 3 is sleeping
[791]: 1 is thinking
[791]: 1 is sleeping
[791]: 5 is thinking
[791]: 5 is sleeping
[791]: 4 is thinking
[791]: 4 is sleeping
[792]: 2 is thinking
[792]: 2 is sleeping
[792]: 3 is thinking
[792]: 3 is sleeping
[792]: 1 is thinking
[792]: 1 is sleeping
[792]: 5 is thinking
[792]: 5 is sleeping
[793]: 4 is thinking
[793]: 4 is sleeping
[793]: 4 is thinking
[793]: 4 is sleeping
[793]: 3 is thinking
[793]: 3 is sleeping
[793]: 1 is thinking
[793]: 1 is sleeping
[794]: 5 is thinking
[794]: 5 is sleeping
[794]: 5 is thinking
[794]: 5 is sleeping
[794]: 5 is thinking
[794]: 5 is sleeping
[795]: 3 is thinking
[795]: 3 is sleeping
[795]: 1 is thinking
[795]: 1 is sleeping
[795]: 2 is thinking
[795]: 2 is sleeping
[795]: 2 is thinking
[795]: 2 is sleeping
[796]: 2 is thinking
[796]: 2 is sleeping
[796]: 3 is thinking
[796]: 3 is sleeping
[796]: 1 is thinking
[796]: 1 is sleeping
[796]: 4 is thinking
[796]: 4 is sleeping
[797]: 4 is thinking
[797]: 4 is sleeping
[797]: 4 is thinking
[797]: 4 is sleeping
[797]: 3 is thinking
[797]: 3 is sleeping
[797]: 1 is thinking
[797]: 1 is sleeping
[798]: 5 is thinking
[798]: 5 is sleeping
[798]: 5 is thinking
[798]: 5 is sleeping
[798]: 5 is thinking
[798]: 5 is sleeping
[798]: 3 is thinking
[798]: 3 is sleeping
[799]: 1 is thinking
[799]: 1 is sleeping
[799]: 2 is thinking
[799]: 2 is sleeping
[799]: 2 is thinking
[799]: 2 is sleeping
[799]: 2 is thinking
[799]: 2 is sleeping
[800]: 3 is thinking
[800]: 3 is sleeping
[800]: 1 is thinking
[800]: 1 is sleeping
[800]: 4 is thinking
[800]: 4 is sleeping
[800]: 4 is thinking
[800]: 4 is sleeping
[801]: 4 is thinking
[801]: 4 is sleeping
[801]: 3 is thinking
[801]: 3 is sleeping
[801]: 1 is thinking
[801]: 1 is sleeping
[801]: 5 is thinking
[801]: 5 is sleeping
[802]: 5 is thinking
[802]: 5 is sleeping
[802]: 5 is thinking
[802]: 5 is sleeping
[802]: 3 is thinking
[802]: 3 is sleeping
[803]: 1 is thinking
[803]: 1 is sleeping
[803]: 2 is thinking
[803]: 2 is sleeping
[803]: 4 is thinking
[803]: 4 is sleeping
[803]: 5 is thinking
[803]: 5 is sleeping
[804]: 3 is thinking
[804]: 3 is sleeping
[804]: 1 is thinking
[804]: 1 is sleeping
[804]: 2 is thinking
[804]: 2 is sleeping
[804]: 4 is thinking
[804]: 4 is sleeping
[805]: 5 is thinking
[805]: 5 is sleeping
[805]: 3 is thinking
[805]: 3 is sleeping
[805]: 1 is thinking
[805]: 1 is sleeping
[805]: 2 is thinking
[805]: 2 is sleeping
[806]: 4 is thinking
[806]: 4 is sleeping
[806]: 5 is thinking
[806]: 5 is sleeping
[806]: 3 is thinking
[806]: 3 is sleeping
[806]: 1 is thinking
[806]: 1 is sleeping
[807]: 2 is thinking
[807]: 2 is sleeping
[807]: 4 is thinking
[807]: 4 is sleeping
[807]: 5 is thinking
[807]: 5 is sleeping
[807]: 3 is thinking
[807]: 3 is sleeping
[808]: 1 is thinking
[808]: 1 is sleeping
[808]: 2 is thinking
[808]: 2 is sleeping
[808]: 4 is thinking
[808]: 4 is sleeping
[808]: 5 is thinking
[808]: 5 is sleeping
[809]: 3 is thinking
[809]: 3 is sleeping
[809]: 1 is thinking
[809]: 1 is sleeping
[809]: 2 is thinking
[809]: 2 is sleeping
[809]: 4 is thinking
[809]: 4 is sleeping
[810]: 5 is thinking
[810]: 5 is sleeping
[810]: 3 is thinking
[810]: 3 is sleeping
[810]: 1 is thinking
[810]: 1 is sleeping
[810]: 2 is thinking
[810]: 2 is sleeping
[811]: 4 is thinking
[811]: 4 is sleeping
[811]: 5 is thinking
[811]: 5 is sleeping
[811]: 3 is thinking
[811]: 3 is sleeping
[811]: 1 is thinking
[812]: 1 is sleeping
[812]: 2 is thinking
[812]: 2 is sleeping
[812]: 4 is thinking
[812]: 4 is sleeping
[812]: 5 is thinking
[812]: 5 is sleeping
[813]: 3 is thinking
[813]: 3 is sleeping
[813]: 1 is thinking
[813]: 1 is sleeping
[813]: 2 is thinking
[813]: 2 is sleeping
[813]: 4 is thinking
[813]: 4 is sleeping
[814]: 5 is thinking
[814]: 5 is sleeping
[814]: 3 is thinking
[814]: 3 is sleeping
[814]: 1 is thinking
[814]: 1 is sleeping
[814]: 2 is thinking
[814]: 2 is sleeping
[815]: 4 is thinking
[815]: 4 is sleeping
[815]: 5 is thinking
[815]: 5 is sleeping
[815]: 3 is thinking
[815]: 3 is sleeping
[815]: 3 is thinking
[815]: 3 is sleeping
[816]: 2 is thinking
[816]: 2 is sleeping
[816]: 2 is thinking
[816]: 2 is sleeping
[816]: 2 is thinking
[816]: 2 is sleeping
[816]: 1 is thinking
[816]: 1 is sleeping
[817]: 1 is thinking
[817]: 1 is sleeping
[817]: 4 is thinking
[817]: 4 is sleeping
[817]: 4 is thinking
[817]: 4 is sleeping
[817]: 4 is thinking
[817]: 4 is sleeping
[818]: 3 is thinking
[818]: 3 is sleeping
[818]: 3 is thinking
[818]: 3 is sleeping
[818]: 5 is thinking
[818]: 5 is sleeping
[818]: 5 is thinking
[818]: 5 is sleeping
[819]: 5 is thinking
[819]: 5 is sleeping
[819]: 1 is thinking
[819]: 1 is sleeping
[819]: 1 is thinking
[819]: 1 is sleeping
[819]: 2 is thinking
[819]: 2 is sleeping
[820]: 4 is thinking
[820]: 4 is sleeping
[820]: 5 is thinking
[820]: 5 is sleeping
[820]: 3 is thinking
[820]: 3 is sleeping
[820]: 1 is thinking
[820]: 1 is sleeping
[821]: 2 is thinking
[821]: 2 is sleeping
[821]: 4 is thinking
[821]: 4 is sleeping
[821]: 5 is thinking
[821]: 5 is sleeping
[822]: 3 is thinking
[822]: 3 is sleeping
[822]: 1 is thinking
[822]: 1 is sleeping
[822]: 2 is thinking
[822]: 2 is sleeping
[822]: 4 is thinking
[822]: 4 is sleeping
[823]: 5 is thinking
[823]: 5 is sleeping
[823]: 3 is thinking
[823]: 3 is sleeping
[823]: 1 is thinking
[823]: 1 is sleeping
[823]: 2 is thinking
[823]: 2 is sleeping
[824]: 4 is thinking
[824]: 4 is sleeping
[824]: 5 is thinking
[824]: 5 is sleeping
[824]: 3 is thinking
[824]: 3 is sleeping
[824]: 1 is thinking
[824]: 1 is sleeping
[825]: 2 is thinking
[825]: 2 is sleeping
[825]: 4 is thinking
[825]: 4 is sleeping
[825]: 5 is thinking
[825]: 5 is sleeping
[825]: 3 is thinking
[825]: 3 is sleeping
[826]: 1 is thinking
[826]: 1 is sleeping
[826]: 2 is thinking
[826]: 2 is sleeping
[826]: 4 is thinking
[826]: 4 is sleeping
[826]: 5 is thinking
[826]: 5 is sleeping
[827]: 3 is thinking
[827]: 3 is sleeping
[827]: 1 is thinking
[827]: 1 is sleeping
[827]: 2 is thinking
[827]: 2 is sleeping
[827]: 4 is thinking
[827]: 4 is sleeping
[828]: 5 is thinking
[828]: 5 is sleeping
[828]: 3 is thinking
[828]: 3 is sleeping
[828]: 1 is thinking
[828]: 1 is sleeping
[828]: 2 is thinking
[828]: 2 is sleeping
[829]: 4 is thinking
[829]: 4 is sleeping
[829]: 5 is thinking
[829]: 5 is sleeping
[829]: 3 is thinking
[829]: 3 is sleeping
[829]: 1 is thinking
[829]: 1 is sleeping
[830]: 2 is thinking
[830]: 2 is sleeping
[830]: 4 is thinking
[830]: 4 is sleeping
[830]: 5 is thinking
[830]: 5 is sleeping
[830]: 3 is thinking
[830]: 3 is sleeping
[831]: 1 is thinking
[831]: 1 is sleeping
[831]: 2 is thinking
[831]: 2 is sleeping
[831]: 4 is thinking
[831]: 4 is sleeping
[832]: 5 is thinking
[832]: 5 is sleeping
[832]: 3 is thinking
[832]: 3 is sleeping
[832]: 1 is thinking
[832]: 1 is sleeping
[832]: 2 is thinking
[832]: 2 is sleeping
[833]: 4 is thinking
[833]: 4 is sleeping
[833]: 5 is thinking
[833]: 5 is sleeping
[833]: 3 is thinking
[833]: 3 is sleeping
[833]: 1 is thinking
[833]: 1 is sleeping
[834]: 2 is thinking
[834]: 2 is sleeping
[834]: 4 is thinking
[834]: 4 is sleeping
[834]: 5 is thinking
[834]: 5 is sleeping
[834]: 3 is thinking
[834]: 3 is sleeping
[835]: 1 is thinking
[835]: 1 is sleeping
[835]: 2 is thinking
[835]: 2 is sleeping
[835]: 4 is thinking
[835]: 4 is sleeping
[835]: 5 is thinking
[835]: 5 is sleeping
[836]: 3 is thinking
[836]: 3 is sleeping
[836]: 1 is thinking
[836]: 1 is sleeping
[836]: 2 is thinking
[836]: 2 is sleeping
[836]: 4 is thinking
[836]: 4 is sleeping
[837]: 5 is thinking
[837]: 5 is sleeping
[837]: 5 is thinking
[837]: 5 is sleeping
[837]: 1 is thinking
[837]: 1 is sleeping
[837]: 2 is thinking
[837]: 2 is sleeping
[838]: 4 is thinking
[838]: 4 is sleeping
[838]: 3 is thinking
[838]: 3 is sleeping
[838]: 5 is thinking
[838]: 5 is sleeping
[838]: 1 is thinking
[838]: 1 is sleeping
[839]: 2 is thinking
[839]: 2 is sleeping
[839]: 4 is thinking
[839]: 4 is sleeping
[839]: 3 is thinking
[839]: 3 is sleeping
[840]: 5 is thinking
[840]: 5 is sleeping
[840]: 1 is thinking
[840]: 1 is sleeping
[840]: 2 is thinking
[840]: 2 is sleeping
[840]: 4 is thinking
[840]: 4 is sleeping
[841]: 3 is thinking
[841]: 3 is sleeping
[841]: 5 is thinking
[841]: 5 is sleeping
[841]: 1 is thinking
[841]: 1 is sleeping
[841]: 2 is thinking
[841]: 2 is sleeping
[842]: 4 is thinking
[842]: 4 is sleeping
[842]: 3 is thinking
[842]: 3 is sleeping
[842]: 5 is thinking
[842]: 5 is sleeping
[842]: 1 is thinking
[842]: 1 is sleeping
[843]: 2 is thinking
[843]: 2 is sleeping
[843]: 4 is thinking
[843]: 4 is sleeping
[843]: 3 is thinking
[843]: 3 is sleeping
[843]: 5 is thinking
[843]: 5 is sleeping
[844]: 1 is thinking
[844]: 1 is sleeping
[844]: 2 is thinking
[844]: 2 is sleeping
[844]: 4 is thinking
[844]: 4 is sleeping
[844]: 3 is thinking
[844]: 3 is sleeping
[845]: 5 is thinking
[845]: 5 is sleeping
[845]: 1 is thinking
[845]: 1 is sleeping
[845]: 2 is thinking
[845]: 2 is sleeping
[845]: 4 is thinking
[845]: 4 is sleeping
[846]: 3 is thinking
[846]: 3 is sleeping
[846]: 5 is thinking
[846]: 5 is sleeping
[846]: 5 is thinking
[846]: 5 is sleeping
[846]: 2 is thinking
[846]: 2 is sleeping
[847]: 2 is thinking
[847]: 2 is sleeping
[847]: 3 is thinking
[847]: 3 is sleeping
[847]: 3 is thinking
[847]: 3 is sleeping
[847]: 5 is thinking
[847]: 5 is sleeping
[848]: 5 is thinking
[848]: 5 is sleeping
[848]: 5 is thinking
[848]: 5 is sleeping
[848]: 1 is thinking
[848]: 1 is sleeping
[849]: 3 is thinking
[849]: 3 is sleeping
[849]: 3 is thinking
[849]: 3 is sleeping
[849]: 3 is thinking
[849]: 3 is sleeping
[849]: 5 is thinking
[849]: 5 is sleeping
[850]: 1 is thinking
[850]: 1 is sleeping
[850]: 4 is thinking
[850]: 4 is sleeping
[850]: 2 is thinking
[850]: 2 is sleeping
[850]: 3 is thinking
[850]: 3 is sleeping
[851]: 5 is thinking
[851]: 5 is sleeping
[851]: 1 is thinking
[851]: 1 is sleeping
[851]: 4 is thinking
[851]: 4 is sleeping
[851]: 2 is thinking
[851]: 2 is sleeping
[852]: 3 is thinking
[852]: 3 is sleeping
[852]: 5 is thinking
[852]: 5 is sleeping
[852]: 1 is thinking
[852]: 1 is sleeping
[852]: 4 is thinking
[852]: 4 is sleeping
[853]: 2 is thinking
[853]: 2 is sleeping
[853]: 3 is thinking
[853]: 3 is sleeping
[853]: 5 is thinking
[853]: 5 is sleeping
[853]: 1 is thinking
[853]: 1 is sleeping
[854]: 4 is thinking
[854]: 4 is sleeping
[854]: 2 is thinking
[854]: 2 is sleeping
[854]: 3 is thinking
[854]: 3 is sleeping
[854]: 5 is thinking
[854]: 5 is sleeping
[855]: 1 is thinking
[855]: 1 is sleeping
[855]: 4 is thinking
[855]: 4 is sleeping
[855]: 2 is thinking
[855]: 2 is sleeping
[855]: 3 is thinking
[855]: 3 is sleeping
[856]: 5 is thinking
[856]: 5 is sleeping
[856]: 1 is thinking
[856]: 1 is sleeping
[856]: 1 is thinking
[856]: 1 is sleeping
[857]: 2 is thinking
[857]: 2 is sleeping
[857]: 3 is thinking
[857]: 3 is sleeping
[857]: 5 is thinking
[857]: 5 is sleeping
[857]: 5 is thinking
[857]: 5 is sleeping
[858]: 1 is thinking
[858]: 1 is sleeping
[858]: 2 is thinking
[858]: 2 is sleeping
[858]: 3 is thinking
[858]: 3 is sleeping
[858]: 4 is thinking
[858]: 4 is sleeping
[859]: 5 is thinking
[859]: 5 is sleeping
[859]: 1 is thinking
[859]: 1 is sleeping
[859]: 2 is thinking
[859]: 2 is sleeping
[859]: 3 is thinking
[859]: 3 is sleeping
[860]: 4 is thinking
[860]: 4 is sleeping
[860]: 5 is thinking
[860]: 5 is sleeping
[860]: 1 is thinking
[860]: 1 is sleeping
[860]: 2 is thinking
[860]: 2 is sleeping
[861]: 3 is thinking
[861]: 3 is sleeping
[861]: 4 is thinking
[861]: 4 is sleeping
[861]: 5 is thinking
[861]: 5 is sleeping
[861]: 1 is thinking
[861]: 1 is sleeping
[862]: 2 is thinking
[862]: 2 is sleeping
